iata,lat,lon,country,icao,tz,city,subd,size
ROW,33.29987,-104.5294,US,KROW,America/Denver,Roswell,New Mexico,small
RUT,43.52973,-72.94963,US,KRUT,America/New_York,Rutland,Vermont,small
SGU,37.03638,-113.5103,US,KSGU,America/Denver,St George,Utah,small
STK,40.6143,-103.26426,US,KSTK,America/Denver,Sterling,Colorado,small
EZS,38.6069,39.2914,TR,LTCA,Europe/Istanbul,Elazig,Elazig,small
GZP,36.29922,32.3006,TR,LTFG,Europe/Istanbul,Gazipasa,Antalya,small
ADB,38.2924,27.157,TR,LTBJ,Europe/Istanbul,Izmir,Izmir,small
TEQ,41.1382,27.9191,TR,LTBU,Europe/Istanbul,Corlu,Tekirdag,small
ERC,39.7102,39.527,TR,LTCD,Europe/Istanbul,Erzincan,Erzincan,small
SFQ,37.0943,38.8471,TR,LTCH,Europe/Istanbul,Sanliurfa,Sanliurfa,small
ADF,37.7314,38.4689,TR,LTCP,Europe/Istanbul,Adiyaman,Adiyaman,small
YKO,37.54967,44.2375,TR,LTCW,Europe/Istanbul,Yüksekova,Hakkari,small
SAW,40.8986,29.3092,TR,LTFJ,Europe/Istanbul,Istanbul,Istanbul,small
TRH,35.81267,-117.32692,US,KL72,America/Los_Angeles,Trona,California,small
LBL,37.04392,-100.95997,US,KLBL,America/Chicago,Liberal,Kansas,small
LCQ,30.18206,-82.57686,US,KLCQ,America/New_York,Lake City,Florida,small
LEW,44.04847,-70.28351,US,KLEW,America/New_York,Auburn/Lewiston,Maine,small
LOW,38.00982,-77.97013,US,KLKU,America/New_York,Louisa,Virginia,small
LQK,34.80997,-82.70289,US,KLQK,America/New_York,Pickens,South Carolina,small
LRD,27.54419,-99.46158,US,KLRD,America/Chicago,Laredo,Texas,small
MLK,48.36694,-107.91933,US,KM75,America/Denver,Malta,Montana,small
MCB,31.17844,-90.47186,US,KMCB,America/Chicago,Mc Comb,Mississippi,small
MMH,37.62406,-118.83875,US,KMMH,America/Los_Angeles,Mammoth Lakes,California,small
MOD,37.62582,-120.95443,US,KMOD,America/Los_Angeles,Modesto,California,small
MOS,64.69818,-162.0573,US,KMOS,America/Nome,Elim,Alaska,small
MOX,45.56518,-95.96639,US,KMOX,America/Chicago,Morris,Minnesota,small
MUL,31.13769,-83.70406,US,KMUL,America/New_York,Moultrie,Georgia,small
NEW,30.04242,-90.02825,US,KNEW,America/Chicago,New Orleans,Louisiana,small
NGU,36.93747,-76.28928,US,KNGU,America/New_York,Norfolk,Virginia,small
NTD,34.11927,-119.11959,US,KNTD,America/Los_Angeles,Oxnard,California,small
NUQ,37.41614,-122.04913,US,KNUQ,America/Los_Angeles,Mountain View,California,small
NYG,38.50362,-77.30503,US,KNYG,America/New_York,Quantico,Virginia,small
NLN,40.71895,-123.92722,US,KO19,America/Los_Angeles,Eureka,California,small
ODC,37.75634,-120.80021,US,KO27,America/Los_Angeles,Oakdale,California,small
BZF,40.6,-122.4,US,KO85,America/Los_Angeles,Redding,California,small
OAJ,34.82917,-77.61214,US,KOAJ,America/New_York,Jacksonville,North Carolina,small
OAK,37.72125,-122.22114,US,KOAK,America/Los_Angeles,Oakland,California,medium
OOA,41.22611,-92.49383,US,KOOA,America/Chicago,Oskaloosa,Iowa,small
OSU,40.07952,-83.07321,US,KOSU,America/New_York,Columbus,Ohio,small
OWK,44.7155,-69.86647,US,KOWK,America/New_York,Norridgewock,Maine,small
PAM,30.06905,-85.57498,US,KPAM,America/New_York,Panama City,Florida,small
PKB,39.34496,-81.43929,US,KPKB,America/New_York,Parkersburg,West Virginia,small
PNN,45.20066,-67.5644,US,KPNN,America/New_York,Princeton,Maine,small
POF,36.77394,-90.32485,US,KPOF,America/Chicago,Poplar Bluff,Missouri,small
PUB,38.28995,-104.49803,US,KPUB,America/Denver,Pueblo,Colorado,small
PWK,42.1,-87.9,US,KPWK,America/Chicago,Chicago/Prospect Heights/Wheeling,Illinois,small
LGB,33.81793,-118.15189,US,KLGB,America/Los_Angeles,Long Beach,California,medium
MAE,36.9886,-120.11245,US,KMAE,America/Los_Angeles,Madera,California,small
MAF,31.94253,-102.20192,US,KMAF,America/Chicago,Midland,Texas,medium
MBG,45.54628,-100.40628,US,KMBG,America/Chicago,Mobridge,South Dakota,small
MGJ,41.51181,-74.26354,US,KMGJ,America/New_York,Montgomery,New York,medium
MIW,42.11275,-92.91778,US,KMIW,America/Chicago,Marshalltown,Iowa,small
MKG,43.16767,-86.23544,US,KMKG,America/New_York,Muskegon,Michigan,small
MMS,34.23144,-90.28956,US,KMMS,America/Chicago,Marks,Mississippi,small
MRY,36.58695,-121.84278,US,KMRY,America/Los_Angeles,Monterey,California,small
MTH,24.72619,-81.05136,US,KMTH,America/New_York,Marathon,Florida,small
MWL,32.78161,-98.06018,US,KMWL,America/Chicago,Mineral Wells,Texas,small
NBG,29.82721,-90.02659,US,KNBG,America/Chicago,New Orleans,Louisiana,small
NLC,36.33313,-119.95216,US,KNLC,America/Los_Angeles,Lemoore,California,small
NQA,35.35664,-89.87043,US,KNQA,America/Chicago,Millington,Tennessee,small
ONM,34.02247,-106.90314,US,KONM,America/Denver,Socorro,New Mexico,small
MPS,33.09689,-94.96175,US,KOSA,America/Chicago,Mount Pleasant,Texas,small
OZR,31.3,-85.7,US,KOZR,America/Chicago,Fort Novosel (Ozark),Alabama,small
CTW,34.73006,-112.03514,US,KP52,America/Phoenix,Cottonwood,Arizona,small
PIT,40.49142,-80.23269,US,KPIT,America/New_York,Pittsburgh,Pennsylvania,medium
PMB,48.94242,-97.24067,US,KPMB,America/Chicago,Pembina,North Dakota,small
PPM,26.2474,-80.11121,US,KPMP,America/New_York,Pompano Beach,Florida,small
PTS,37.45006,-94.73122,US,KPTS,America/Chicago,Pittsburg,Kansas,small
PWA,35.53416,-97.64705,US,KPWA,America/Chicago,Oklahoma City,Oklahoma,small
PWT,47.49025,-122.76481,US,KPWT,America/Los_Angeles,Bremerton,Washington,small
RHI,45.6309,-89.46663,US,KRHI,America/Chicago,Rhinelander,Wisconsin,small
RRL,45.19892,-89.71286,US,KRRL,America/Chicago,Merrill,Wisconsin,small
MDJ,44.67016,-121.15515,US,KS33,America/Los_Angeles,Madras,Oregon,small
SWO,36.16139,-97.08589,US,KSWO,America/Chicago,Stillwater,Oklahoma,small
TBC,36.09264,-111.38308,US,KT03,America/Denver,Tuba City,Arizona,small
TUL,36.19839,-95.88811,US,KTUL,America/Chicago,Tulsa,Oklahoma,medium
TWF,42.48181,-114.48774,US,KTWF,America/Boise,Twin Falls,Idaho,small
VRB,27.7,-80.4,US,KVRB,America/New_York,Vero Beach,Florida,small
GTY,39.84131,-77.27464,US,KW05,America/New_York,Gettysburg,Pennsylvania,small
WST,41.34963,-71.80342,US,KWST,America/New_York,Westerly,Rhode Island,small
PDV,42.0678,24.8508,BG,LBPD,Europe/Sofia,Plovdiv,Plovdiv,small
SLS,44.0552,27.1788,BG,LBSS,Europe/Sofia,Silistra,Razgrad,small
SZR,42.3767,25.6552,BG,LBSZ,Europe/Sofia,Stara Zagora,Khaskovo,small
LSZ,44.5658,14.3931,HR,LDLO,Europe/Zagreb,Losinj,Primorsko-Goranska,small
BOD,44.8283,-0.71556,FR,LFBD,Europe/Paris,Bordeaux/Merignac,Nouvelle-Aquitaine,large
PIS,46.5877,0.30667,FR,LFBI,Europe/Paris,Poitiers/Biard,Nouvelle-Aquitaine,small
TLS,43.6291,1.36382,FR,LFBO,Europe/Paris,Toulouse/Blagnac,Occitanie,large
LDE,43.1787,-0.00644,FR,LFBT,Europe/Paris,Tarbes/Lourdes/Pyrenees,Occitanie,small
ZAO,44.3514,1.47528,FR,LFCC,Europe/Paris,Cahors/Lalbenque,Occitanie,small
XMU,46.5346,3.42372,FR,LFHY,Europe/Paris,Moulins/Montbeugny,Auvergne-Rhone-Alpes,small
EBU,45.5406,4.29639,FR,LFMH,Europe/Paris,Saint-Etienne/Boutheon,Auvergne-Rhone-Alpes,small
PGS,35.52723,-113.2475,US,KL37,America/Phoenix,Peach Springs,Arizona,small
LAL,27.98764,-82.019,US,KLAL,America/New_York,Lakeland,Florida,small
LAM,35.87969,-106.26869,US,KLAM,America/Denver,Los Alamos,New Mexico,small
LEE,28.8229,-81.80842,US,KLEE,America/New_York,Leesburg,Florida,small
LGU,41.79177,-111.85165,US,KLGU,America/Denver,Logan,Utah,small
LUL,31.67303,-89.17281,US,KLUL,America/Chicago,Laurel,Mississippi,small
LWB,37.85831,-80.39948,US,KLWB,America/New_York,Lewisburg,West Virginia,small
MDT,40.19319,-76.76262,US,KMDT,America/New_York,Harrisburg,Pennsylvania,medium
UMZ,34.54551,-94.20242,US,KMEZ,America/Chicago,Mena,Arkansas,small
MFV,37.64688,-75.76105,US,KMFV,America/New_York,Melfa,Virginia,small
MGC,41.70332,-86.82124,US,KMGC,America/Chicago,Michigan City,Indiana,small
MGM,32.30064,-86.39397,US,KMGM,America/Chicago,Montgomery,Alabama,small
MHE,43.77482,-98.03862,US,KMHE,America/Chicago,Mitchell,South Dakota,small
MKT,44.22278,-93.91931,US,KMKT,America/Chicago,Mankato,Minnesota,small
MLS,46.42689,-105.88823,US,KMLS,America/Denver,Miles City,Montana,small
MML,44.45172,-95.82442,US,KMML,America/Chicago,Marshall,Minnesota,small
MYL,44.88874,-116.10175,US,KMYL,America/Boise,Mc Call,Idaho,small
OCW,35.57047,-77.04981,US,KOCW,America/New_York,Washington,North Carolina,small
OFK,41.98546,-97.43511,US,KOFK,America/Chicago,Norfolk,Nebraska,small
OKS,41.40191,-102.35635,US,KOKS,America/Denver,Oshkosh,Nebraska,small
NCO,41.59714,-71.41214,US,KOQU,America/New_York,North Kingstown,Rhode Island,small
ESD,48.70834,-122.9106,US,KORS,America/Los_Angeles,Eastsound,Washington,small
OXC,41.47828,-73.13518,US,KOXC,America/New_York,Oxford,Connecticut,small
OZA,30.73519,-101.20219,US,KOZA,America/Chicago,Ozona,Texas,small
PJB,34.25684,-111.33926,US,KPAN,America/Phoenix,Payson,Arizona,medium
PDX,45.58871,-122.59687,US,KPDX,America/Los_Angeles,Portland,Oregon,medium
PHD,40.47017,-81.41994,US,KPHD,America/New_York,New Philadelphia,Ohio,small
PHK,26.78503,-80.69336,US,KPHK,America/New_York,Pahokee,Florida,small
PNE,40.08194,-75.01058,US,KPNE,America/New_York,Philadelphia,Pennsylvania,small
PNS,30.47342,-87.18661,US,KPNS,America/Chicago,Pensacola,Florida,medium
PRX,33.63661,-95.45075,US,KPRX,America/Chicago,Paris,Texas,small
PTB,37.2,-77.5,US,KPTB,America/New_York,Petersburg,Virginia,small
RDU,35.87764,-78.78747,US,KRDU,America/New_York,Raleigh/Durham,North Carolina,medium
SBY,38.34019,-75.50948,US,KSBY,America/New_York,Salisbury,Maryland,small
SLR,33.15983,-95.62114,US,KSLR,America/Chicago,Sulphur Springs,Texas,small
SRC,35.2,-91.7,US,KSRC,America/Chicago,Searcy,Arkansas,small
RUI,33.46094,-105.53014,US,KSRR,America/Denver,Ruidoso,New Mexico,small
STE,44.54514,-89.53028,US,KSTE,America/Chicago,Stevens Point,Wisconsin,small
SWF,41.50411,-74.10483,US,KSWF,America/New_York,New York,New York,small
SXP,62.52042,-164.84765,US,KSXP,America/Nome,Nunam Iqua,Alaska,small
TIX,28.51481,-80.79922,US,KTIX,America/New_York,Titusville,Florida,small
ASQ,39.46794,-117.19745,US,KTMT,America/Los_Angeles,Austin,Nevada,small
TVC,44.74158,-85.58187,US,KTVC,America/New_York,Traverse City,Michigan,small
TYZ,34.45273,-110.11504,US,KTYL,America/Phoenix,Taylor,Arizona,small
UGN,42.42215,-87.86792,US,KUGN,America/Chicago,Chicago/Waukegan,Illinois,small
UVA,29.21133,-99.74358,US,KUVA,America/Chicago,Uvalde,Texas,small
LLY,39.94289,-74.84575,US,KVAY,America/New_York,Mount Holly,New Jersey,small
VPZ,41.45397,-87.00708,US,KVPZ,America/Chicago,Valparaiso,Indiana,small
WLD,37.16861,-97.03753,US,KWLD,America/Chicago,Winfield/Arkansas City,Kansas,small
YKM,46.56817,-120.54406,US,KYKM,America/Los_Angeles,Yakima,Washington,small
ECN,35.1547,33.4961,CY,LCEN,Asia/Nicosia,Nicosia,Nicosia,medium
TEV,40.412,-1.2175,ES,LETL,Europe/Madrid,Teruel,Aragón,small
CQF,50.9621,1.95476,FR,LFAC,Europe/Paris,Marck,Hauts-de-France,small
DCM,43.5563,2.28918,FR,LFCK,Europe/Paris,Castres/Mazamet,Occitanie,small
MVV,45.8208,6.65222,FR,LFHM,Europe/Paris,Verdun,Auvergne-Rhone-Alpes,small
LFK,31.23403,-94.75,US,KLFK,America/Chicago,Lufkin,Texas,small
LKV,42.16111,-120.39908,US,KLKV,America/Los_Angeles,Lakeview,Oregon,small
CHL,44.52361,-114.21794,US,KLLJ,America/Boise,Challis,Idaho,small
LMS,33.1,-89.1,US,KLMS,America/Chicago,Louisville,Mississippi,small
LMT,42.15614,-121.7332,US,KLMT,America/Los_Angeles,Klamath Falls,Oregon,small
LNN,41.7,-81.4,US,KLNN,America/New_York,Willoughby,Ohio,small
LOT,41.6081,-88.09639,US,KLOT,America/Chicago,Chicago/Romeoville,Illinois,small
MEV,39.0005,-119.75111,US,KMEV,America/Los_Angeles,Minden,Nevada,small
MGW,39.6,-79.9,US,KMGW,America/New_York,Morgantown,West Virginia,small
MLT,45.64783,-68.68556,US,KMLT,America/New_York,Millinocket,Maine,small
MPV,44.20349,-72.5621,US,KMPV,America/New_York,Barre/Montpelier,Vermont,small
MTN,39.32567,-76.41378,US,KMTN,America/New_York,Baltimore,Maryland,small
MVL,44.53436,-72.614,US,KMVL,America/New_York,Morrisville,Vermont,small
NEN,30.3495,-81.86699,US,KNEN,America/New_York,Jacksonville,Florida,small
NIN,60.02023,-151.58942,US,KNIN,America/Anchorage,Ninilchik,Alaska,small
NZY,32.7,-117.2,US,KNZY,America/Los_Angeles,San Diego,California,small
NVN,39.81853,-120.35281,US,KO02,America/Los_Angeles,Beckwourth,California,small
OCH,31.57776,-94.71011,US,KOCH,America/Chicago,Nacogdoches,Texas,small
OKM,35.7,-95.9,US,KOKM,America/Chicago,Okmulgee,Oklahoma,small
OLV,34.97875,-89.78686,US,KOLV,America/Chicago,Olive Branch,Mississippi,small
OWB,37.73883,-87.16683,US,KOWB,America/Chicago,Owensboro,Kentucky,small
PBF,34.17451,-91.9356,US,KPBF,America/Chicago,Pine Bluff,Arkansas,small
PIR,44.38269,-100.28597,US,KPIR,America/Chicago,Pierre,South Dakota,small
PLR,33.55883,-86.24906,US,KPLR,America/Chicago,Pell City,Alabama,small
PWD,48.79052,-104.52374,US,KPWD,America/Denver,Plentywood,Montana,small
RKS,41.59422,-109.06519,US,KRKS,America/Denver,Rock Springs,Wyoming,small
SAV,32.12758,-81.20214,US,KSAV,America/New_York,Savannah,Georgia,medium
SLK,44.38531,-74.20618,US,KSLK,America/New_York,Saranac Lake,New York,small
SNK,32.69339,-100.95047,US,KSNK,America/Chicago,Snyder,Texas,small
SQI,41.74283,-89.67628,US,KSQI,America/Chicago,Sterling/Rockfalls,Illinois,small
SZP,34.34702,-119.06162,US,KSZP,America/Los_Angeles,Santa Paula,California,small
AXD,40.8559,25.9563,GR,LGAL,Europe/Athens,Alexandroupolis,East Macedonia and Thrace,small
KLX,37.0683,22.0255,GR,LGKL,Europe/Athens,Kalamata,Peloponnese,small
CHQ,35.5317,24.1497,GR,LGSA,Europe/Athens,Souda,Crete,small
JSH,35.2161,26.1013,GR,LGST,Europe/Athens,Crete Island,Crete,small
SKG,40.5197,22.9709,GR,LGTS,Europe/Athens,Thessaloniki,Central Macedonia,small
QAQ,42.3799,13.3092,IT,LIAP,Europe/Rome,L'Aquila,Abruzzo,small
BDS,40.6576,17.947,IT,LIBR,Europe/Rome,Brindisi,Apulia,small
RAN,44.3643,12.2249,IT,LIDR,Europe/Rome,Ravenna,Emilia Romagna,small
TRN,45.2008,7.64963,IT,LIMF,Europe/Rome,Torino,Piedmont,medium
RMI,44.0203,12.6117,IT,LIPR,Europe/Rome,Rimini,Emilia Romagna,small
GHV,45.70611,25.52333,RO,LRBV,Europe/Bucharest,Braşov,Transylvania,small
CSB,45.42,22.2533,RO,LRCS,Europe/Bucharest,Caransebes,Caraş-Severin,small
GVA,46.2381,6.10895,CH,LSGG,Europe/Zurich,Geneva,Geneva,large
ONQ,41.5064,32.0886,TR,LTAS,Europe/Istanbul,Zonguldak,Zonguldak,small
SXZ,37.9789,41.8404,TR,LTCL,Europe/Istanbul,Siirt,Siirt,small
RFG,28.3,-97.3,US,KRFG,America/Chicago,Refugio,Texas,small
RKP,28.08622,-97.04369,US,KRKP,America/Chicago,Rockport,Texas,small
SBA,34.4,-119.8,US,KSBA,America/Los_Angeles,Santa Barbara,California,medium
SBD,34.09536,-117.23489,US,KSBD,America/Los_Angeles,San Bernardino,California,small
SLC,40.78839,-111.97777,US,KSLC,America/Denver,Salt Lake City,Utah,large
SNY,41.09976,-102.98499,US,KSNY,America/Denver,Sidney,Nebraska,small
TCM,47.13768,-122.47647,US,KTCM,America/Los_Angeles,Tacoma,Washington,small
TRI,36.47521,-82.40742,US,KTRI,America/New_York,Bristol/Johnson/Kingsport,Tennessee,small
TSG,63.37406,-143.32899,US,KTSG,America/Anchorage,Tanacross,Alaska,small
IKB,36.2236,-81.09861,US,KUKF,America/New_York,North Wilkesboro,North Carolina,small
UKI,39.12594,-123.20086,US,KUKI,America/Los_Angeles,Ukiah,California,small
VDI,32.19272,-82.37117,US,KVDI,America/New_York,Vidalia,Georgia,small
WDR,33.98269,-83.66722,US,KWDR,America/New_York,Winder,Georgia,small
WRB,32.64017,-83.59192,US,KWRB,America/New_York,Warner Robins,Georgia,small
WBK,44.24482,-84.17981,US,KY31,America/Detroit,West Branch,Michigan,small
SPU,43.5389,16.298,HR,LDSP,Europe/Zagreb,Split,Split-Dalmatia,small
LCG,43.3021,-8.37726,ES,LECO,Europe/Madrid,Culleredo,Galicia,small
OZP,37.1749,-5.61594,ES,LEMO,Europe/Madrid,Moron,Andalucía,small
MCU,46.2226,2.36396,FR,LFBK,Europe/Paris,Montlucon/Gueret,Nouvelle-Aquitaine,small
LIG,45.8628,1.17944,FR,LFBL,Europe/Paris,Limoges/Bellegarde,Nouvelle-Aquitaine,small
NIT,46.3113,-0.4015,FR,LFBN,Europe/Paris,Niort/Souche,Nouvelle-Aquitaine,small
RYN,45.6281,-0.9725,FR,LFCY,Europe/Paris,Royan/Medis,Nouvelle-Aquitaine,small
AHZ,45.0883,6.08472,FR,LFHU,Europe/Paris,Bourg,Auvergne-Rhone-Alpes,small
MFX,45.4069,6.58056,FR,LFKX,Europe/Paris,Ajaccio,Auvergne-Rhone-Alpes,small
GAT,44.455,6.03778,FR,LFNA,Europe/Paris,Avignon,Provence-Alpes-Cote-d'Azur,small
CDG,49.0128,2.55,FR,LFPG,Europe/Paris,Paris,Ile-de-France,large
CFR,49.1733,-0.45,FR,LFRK,Europe/Paris,Caen/Carpiquet,Normandy,small
KSO,40.4463,21.2822,GR,LGKA,Europe/Athens,Kastoria,West Macedonia,small
SMI,37.69,26.9117,GR,LGSM,Europe/Athens,Samos Island,North Aegean,small
ZTH,37.7509,20.8843,GR,LGZA,Europe/Athens,Zakynthos Island,Ionian-Islands,small
QGY,47.6244,17.8136,HU,LHPR,Europe/Budapest,Gyor,Gyor-Moson-Sopron,small
PMO,38.176,13.091,IT,LICJ,Europe/Rome,Palermo,Sicily,medium
PMF,44.8245,10.2964,IT,LIMP,Europe/Rome,Parma,Emilia Romagna,small
LCV,43.8282,10.5781,IT,LIQL,Europe/Rome,Lucca,Tuscany,small
MBX,46.4799,15.6861,SI,LJMB,Europe/Ljubljana,,Hoce-Slivnica,small
POW,45.4734,13.615,SI,LJPZ,Europe/Ljubljana,Portoroz,Piran-Pirano,small
HFA,32.8094,35.0431,IL,LLHA,Asia/Jerusalem,Haifa,Haifa,small
VDA,29.9403,34.9358,IL,LLOV,Asia/Jerusalem,Eilat,Southern District,small
FLW,39.4553,-31.1314,PT,LPFL,Atlantic/Azores,Santa Cruz das Flores,Azores,small
PDL,37.7412,-25.6979,PT,LPPD,Atlantic/Azores,Ponta Delgada,Azores,medium
OTP,44.5722,26.1022,RO,LROP,Europe/Bucharest,Bucharest,Ilfov,large
AFY,38.7264,30.6011,TR,LTAH,Europe/Istanbul,Afyonkarahisar,Afyonkarahisar,small
BTZ,40.2333,29.0092,TR,LTBE,Europe/Istanbul,Bursa,Bursa,small
ERZ,39.9565,41.1702,TR,LTCE,Europe/Istanbul,Erzurum,Erzurum,small
EDO,39.5546,27.0138,TR,LTFD,Europe/Istanbul,Edremit,Balikesir,small
TEB,40.85011,-74.06083,US,KTEB,America/New_York,Teterboro,New Jersey,small
THV,39.917,-76.87303,US,KTHV,America/New_York,York,Pennsylvania,small
TRM,33.62667,-116.15965,US,KTRM,America/Los_Angeles,Palm Springs,California,small
TYR,32.35355,-95.40298,US,KTYR,America/Chicago,Tyler,Texas,small
SQV,48.09792,-123.18792,US,KW28,America/Los_Angeles,Sequim,Washington,small
WMC,40.89661,-117.80589,US,KWMC,America/Los_Angeles,Winnemucca,Nevada,small
OVD,43.5636,-6.03462,ES,LEAS,Europe/Madrid,Ranon,Principado de Asturias,small
BJZ,38.8913,-6.82133,ES,LEBZ,Europe/Madrid,Badajoz,Extremadura,small
MJV,37.775,-0.81239,ES,LELC,Europe/Madrid,San Javier,Región de Murcia,small
AGP,36.6749,-4.49911,ES,LEMG,Europe/Madrid,Malaga,Andalucía,large
SCQ,42.8963,-8.41514,ES,LEST,Europe/Madrid,Santiago de Compostela,Galicia,small
PUF,43.38,-0.41861,FR,LFBP,Europe/Paris,Pau/Pyrenees (Uzein),Nouvelle-Aquitaine,small
OBS,44.5442,4.37219,FR,LFHO,Europe/Paris,Aubenas/Ardeche Meridional,Auvergne-Rhone-Alpes,small
CLY,42.5308,8.79319,FR,LFKC,Europe/Paris,Calvi/Sainte-Catherine,Corsica,small
CVF,45.3967,6.63472,FR,LFLJ,Europe/Paris,Courcheval,Auvergne-Rhone-Alpes,small
LYN,45.7272,4.94427,FR,LFLY,Europe/Paris,Lyon/Bron,Auvergne-Rhone-Alpes,small
LDM,43.96253,-86.40792,US,KLDM,America/Detroit,Ludington,Michigan,small
LEM,45.91838,-102.10554,US,KLEM,America/Denver,Lemmon,South Dakota,small
LNA,26.59306,-80.08506,US,KLNA,America/New_York,West Palm Beach,Florida,small
LSV,36.2362,-115.03426,US,KLSV,America/Los_Angeles,Las Vegas,Nevada,small
LZU,33.97809,-83.96236,US,KLZU,America/New_York,Lawrenceville,Georgia,small
MCD,45.86498,-84.63709,US,KMCD,America/Detroit,Mackinac Island,Michigan,small
MCW,43.15781,-93.33125,US,KMCW,America/Chicago,Mason City,Iowa,small
MXE,34.79217,-79.3659,US,KMEB,America/New_York,Maxton,North Carolina,small
MIA,25.79536,-80.29012,US,KMIA,America/New_York,Miami,Florida,large
MIT,35.50748,-119.19213,US,KMIT,America/Los_Angeles,Shafter,California,small
MKL,35.59988,-88.91561,US,KMKL,America/Chicago,Jackson,Tennessee,small
MLI,41.44828,-90.50753,US,KMLI,America/Chicago,Moline,Illinois,small
MMT,33.92077,-80.80114,US,KMMT,America/New_York,Eastover,South Carolina,small
MPO,41.13769,-75.38006,US,KMPO,America/New_York,Mount Pocono,Pennsylvania,small
MEO,35.91898,-75.69554,US,KMQI,America/New_York,Manteo,North Carolina,small
MUT,41.36789,-91.14822,US,KMUT,America/Chicago,Muscatine,Iowa,small
MWO,39.53175,-84.39644,US,KMWO,America/New_York,Middletown,Ohio,small
MXO,42.22036,-91.1633,US,KMXO,America/Chicago,Monticello,Iowa,small
MYF,32.8,-117.1,US,KMYF,America/Los_Angeles,San Diego,California,small
ONH,42.52478,-75.06447,US,KN66,America/New_York,Oneonta,New York,small
EYR,39.0054,-119.15654,US,KO43,America/Los_Angeles,Yerington,Nevada,small
OCN,33.21798,-117.35151,US,KOKB,America/Los_Angeles,Oceanside,California,medium
OLD,44.95233,-68.6745,US,KOLD,America/New_York,Old Town,Maine,small
ORD,41.97694,-87.90815,US,KORD,America/Chicago,Chicago,Illinois,large
ORF,36.8946,-76.20123,US,KORF,America/New_York,Norfolk,Virginia,medium
OTG,43.65506,-95.57919,US,KOTG,America/Chicago,Worthington,Minnesota,small
PVL,37.56181,-82.56643,US,KPBX,America/New_York,Pikeville,Kentucky,small
POY,44.86717,-108.79342,US,KPOY,America/Denver,Powell,Wyoming,small
PGL,30.5,-88.5,US,KPQL,America/Chicago,Pascagoula,Mississippi,small
PSX,28.7275,-96.25094,US,KPSX,America/Chicago,Palacios,Texas,small
PVC,42.07228,-70.22072,US,KPVC,America/New_York,Provincetown,Massachusetts,small
PWM,43.64564,-70.30862,US,KPWM,America/New_York,Portland,Maine,medium
RCA,44.14509,-103.10357,US,KRCA,America/Denver,Rapid City,South Dakota,small
RCK,30.63138,-96.98949,US,KRCK,America/Chicago,Rockdale,Texas,small
RDV,61.78806,-157.35025,US,KRDV,America/Anchorage,Red Devil,Alaska,small
RID,39.75608,-84.84269,US,KRID,America/New_York,Richmond,Indiana,small
RSL,38.87136,-98.8116,US,KRSL,America/Chicago,Russell,Kansas,small
RTN,36.74244,-104.50173,US,KRTN,America/Denver,Raton,New Mexico,small
RWF,44.54689,-95.082,US,KRWF,America/Chicago,Redwood Falls,Minnesota,small
PRZ,44.28785,-120.9055,US,KS39,America/Los_Angeles,Prineville,Oregon,small
BIA,42.5527,9.48373,FR,LFKB,Europe/Paris,Bastia/Poretta,Corsica,small
SOZ,41.9244,9.406,FR,LFKS,Europe/Paris,Solenzara,Corsica,small
BOU,47.0581,2.37028,FR,LFLD,Europe/Paris,Bourges,Centre,small
NCY,45.9292,6.09876,FR,LFLP,Europe/Paris,Annecy/Meythet,Auvergne-Rhone-Alpes,small
ORY,48.7253,2.35944,FR,LFPO,Europe/Paris,Paris,Ile-de-France,large
SXB,48.5383,7.62823,FR,LFST,Europe/Paris,Strasbourg,Grand Est,medium
MQC,47.0955,-56.3803,PM,LFVM,America/Miquelon,Miquelon,Miquelon-Langlade,small
KVA,40.9133,24.6192,GR,LGKV,Europe/Athens,Kavala,East Macedonia and Thrace,small
JNX,37.0811,25.3681,GR,LGNX,Europe/Athens,Naxos Island,South Aegean,small
SPJ,36.9739,22.5263,GR,LGSP,Europe/Athens,Sparti,Peloponnese,small
DEB,47.4889,21.6153,HU,LHDC,Europe/Budapest,Debrecen,Hajdu-Bihar,small
OLB,40.8987,9.51763,IT,LIEO,Europe/Rome,Olbia,Sardinia,medium
GOA,44.4133,8.8375,IT,LIMJ,Europe/Rome,Genova,Liguria,medium
VIC,45.5734,11.5295,IT,LIPT,Europe/Rome,Vicenza,Veneto,small
ETH,29.5613,34.9601,IL,LLET,Asia/Jerusalem,Eilat,Southern District,small
VIE,48.1103,16.5697,AT,LOWW,Europe/Vienna,Vienna,Lower-Austria,large
IST,41.27533,28.752,TR,LTFM,Europe/Istanbul,Istanbul,Istanbul,large
SAD,32.85334,-109.63508,US,KSAD,America/Phoenix,Safford,Arizona,small
SAT,29.53396,-98.46906,US,KSAT,America/Chicago,San Antonio,Texas,medium
SLG,36.19186,-94.49,US,KSLG,America/Chicago,Siloam Springs,Arkansas,small
SOP,35.23742,-79.38903,US,KSOP,America/New_York,Pinehurst/Southern Pines,North Carolina,small
SQL,37.51186,-122.24953,US,KSQL,America/Los_Angeles,San Carlos,California,small
STJ,39.77194,-94.90971,US,KSTJ,America/Chicago,St Joseph,Missouri,small
SUA,27.1817,-80.22129,US,KSUA,America/New_York,Stuart,Florida,small
SUU,38.26454,-121.92413,US,KSUU,America/Los_Angeles,Fairfield,California,small
